AnimalID,Name,OutcomeType,AnimalType,AgeuponOutcome,Breed,Color,Quality,Sex,HairType,Mix,BreedGroup,MultiColored,Hour,Minute,Second,Year,Month,Day,LifeStage,DayPeriod
A669610,1,3,0,61,17,5,2,1,0,1,6,0,11,16,0,2013,12,24,1,0
A711120,1,3,1,22,1,11,3,2,1,1,1,0,15,55,0,2015,09,21,1,1
A683082,0,0,0,181,2,2,2,0,0,1,1,0,11,52,0,2014,07,09,1,0
A706332,0,2,1,61,1,7,0,0,1,1,1,0,16,25,0,2015,08,30,1,1
A700960,0,2,1,121,1,7,1,1,1,1,1,0,7,6,0,2015,08,22,1,0
A687165,0,2,0,731,158,5,1,1,1,1,1,0,17,34,0,2014,11,03,0,0
A718412,0,2,0,211,15,17,0,0,1,1,4,0,17,59,0,2016,01,03,1,0
A669131,0,2,0,731,17,5,0,0,0,1,6,0,15,26,0,2013,12,28,0,1
A714729,0,2,1,151,1,5,0,0,1,1,1,0,17,9,0,2015,11,14,1,0
A691962,1,3,0,366,15,5,2,0,1,1,4,0,17,55,0,2014,11,15,0,0
A702288,1,3,1,15,1,5,3,2,1,1,1,0,18,54,0,2015,05,11,1,0
A714277,0,0,0,731,69,4,0,0,0,1,5,0,17,24,0,2015,10,20,0,0
A705968,0,0,0,731,53,20,2,1,0,1,4,0,17,0,0,2015,06,23,0,0
A694321,0,0,0,2556,17,16,0,0,0,0,6,0,15,9,0,2014,12,26,0,1
A693820,1,1,0,366,2,5,2,1,0,1,1,0,12,17,0,2014,12,15,0,0
A691951,0,0,0,1096,13,0,1,1,0,1,0,0,17,58,0,2014,11,14,0,0
A683489,0,2,0,181,2,2,1,1,0,1,1,0,18,4,0,2014,07,17,1,0
A664838,1,3,1,15,29,36,2,0,0,1,1,0,19,29,0,2013,10,09,1,0
A712449,0,2,0,61,4,4,1,1,0,0,3,0,13,18,0,2015,09,27,1,1
A655852,0,2,0,1461,15,17,0,0,1,1,4,0,19,30,0,2013,12,09,0,0
A665594,0,0,0,1096,15,17,1,1,1,1,4,0,18,55,0,2015,12,21,0,0
A691508,0,3,1,31,1,5,2,1,1,1,1,0,13,37,0,2014,11,07,1,1
A711452,1,2,1,31,1,2,1,1,5,1,1,0,18,14,0,2015,09,30,1,0
A716856,0,2,1,211,1,7,0,0,1,1,1,0,14,55,0,2015,12,20,1,1
A675625,0,2,0,731,17,16,1,1,0,1,6,0,12,31,0,2014,04,05,0,0
A268022,0,1,0,4746,17,4,1,1,0,1,6,0,13,8,0,2015,08,03,0,1
A714853,0,3,1,29,1,15,2,1,1,1,1,0,14,41,0,2015,10,29,1,1
A660458,0,2,0,366,31,9,0,0,0,1,0,0,15,59,0,2013,11,03,0,1
A649966,0,0,0,1096,15,5,0,0,4,1,4,0,16,22,0,2015,01,24,0,1
A678968,1,3,1,8,1,5,2,1,1,1,1,0,17,11,0,2014,05,14,1,0
A683609,0,0,0,2191,22,0,0,0,0,1,7,0,17,50,0,2014,07,17,0,0
A675779,1,2,1,61,1,7,0,0,1,1,1,0,19,13,0,2014,04,19,1,0
A718152,0,3,0,4016,69,5,1,1,0,1,5,0,16,57,0,2016,01,06,0,1
A710778,0,3,0,731,2,4,0,0,0,1,1,0,13,29,0,2016,01,07,0,1
A684502,0,2,0,301,85,4,0,0,0,1,4,0,13,9,0,2014,08,02,1,1
A668895,0,0,0,3651,36,17,2,1,0,1,3,0,15,31,0,2013,12,11,0,1
A708029,0,0,0,181,164,5,2,1,0,1,7,0,11,13,0,2015,07,23,1,0
A680988,1,3,1,2191,1,7,0,0,1,1,1,0,19,12,0,2014,06,12,0,0
A667846,0,3,0,366,2,0,2,1,0,1,1,0,18,0,0,2013,12,07,0,0
A667311,0,2,0,61,17,16,1,1,0,1,6,0,18,30,0,2013,11,19,1,0
A675503,0,2,1,1461,1,14,1,1,1,1,1,0,18,42,0,2014,04,04,0,0
A695489,0,2,0,731,2,5,1,1,0,1,1,0,17,2,0,2015,02,12,0,0
A669120,0,0,0,2191,30,0,2,1,0,1,5,0,14,53,0,2013,12,18,0,1
A696779,0,3,0,366,38,27,1,1,0,1,0,0,14,58,0,2015,02,19,0,1
A696657,0,3,0,3651,40,9,1,1,0,1,2,0,11,35,0,2015,02,26,0,0
A706015,1,3,0,151,22,35,2,0,0,1,7,0,15,24,0,2015,07,02,1,1
A672515,1,3,1,366,1,1,2,0,1,1,1,0,15,40,0,2014,02,12,0,1
A533602,0,0,0,2556,17,20,1,1,0,1,6,0,13,40,0,2014,10,08,0,1
A690002,1,1,1,2921,1,7,2,0,1,1,1,0,14,7,0,2014,10,14,0,1
A663177,1,0,0,61,57,0,0,0,0,1,2,0,12,56,0,2013,10,04,1,0
A672308,0,0,0,731,31,5,1,1,0,1,0,0,15,58,0,2014,04,06,0,1
A694000,0,2,0,1461,19,4,0,0,1,1,7,0,16,16,0,2014,12,24,0,1
A694556,1,2,0,1096,15,8,0,0,1,1,4,0,17,24,0,2015,01,03,0,0
A679369,1,3,1,15,1,14,2,1,1,1,1,0,11,15,0,2014,05,20,1,0
A720299,0,0,1,181,1,6,0,0,1,1,1,0,11,41,0,2016,02,15,1,0
A719515,0,2,1,91,1,5,1,1,5,1,1,0,13,18,0,2016,01,24,1,1
A695569,0,2,0,366,2,2,0,0,0,1,1,0,16,10,0,2015,05,26,0,1
A707183,0,2,1,366,1,5,0,0,1,1,1,0,13,2,0,2015,08,23,0,1
A707272,1,0,0,366,13,0,2,1,0,1,0,0,11,27,0,2015,07,11,0,0
A694936,0,2,0,366,15,5,1,1,1,1,4,0,14,15,0,2015,09,27,0,1
A666719,0,2,1,61,1,43,0,0,1,1,1,0,17,11,0,2013,12,04,1,0
A665892,1,3,1,271,1,7,2,1,1,1,1,0,15,48,0,2013,10,26,1,1
A718577,0,0,0,1826,17,5,0,0,0,1,6,0,15,10,0,2016,01,05,0,1
A664754,1,2,1,151,1,5,0,0,1,1,1,0,18,3,0,2013,10,13,1,0
A719430,0,2,0,731,15,9,0,0,1,1,4,0,18,30,0,2016,01,24,0,0
A673441,0,0,0,1826,15,2,0,0,1,1,4,0,16,22,0,2014,02,25,0,1
A700694,0,2,1,91,1,6,1,1,1,1,1,0,12,36,0,2015,06,20,1,0
A685616,0,3,0,31,15,0,2,1,1,1,4,0,18,53,0,2014,08,09,1,0
A690853,0,3,0,31,156,0,2,0,0,1,6,0,14,4,0,2014,10,27,1,1
A718114,0,2,1,241,1,11,0,0,1,1,1,0,16,6,0,2015,12,26,1,1
A691995,0,3,0,731,17,5,1,1,0,1,6,0,12,51,0,2016,01,16,0,0
A684554,0,2,0,121,30,0,1,1,0,1,5,0,16,21,0,2014,07,29,1,1
A682474,1,3,1,8,1,7,3,2,1,1,1,0,13,33,0,2014,06,28,1,1
A676372,0,0,0,241,37,17,1,1,0,1,5,0,16,56,0,2014,04,11,1,1
A664932,1,3,0,1096,15,9,2,1,4,1,4,0,17,11,0,2013,10,16,0,0
A664471,0,2,0,731,57,9,0,0,0,1,2,0,16,52,0,2015,03,02,0,1
A660814,0,3,0,731,2,5,1,1,0,1,1,0,11,34,0,2014,01,10,0,0
A680827,0,3,1,31,1,5,2,1,1,1,1,0,14,54,0,2014,06,19,1,1
A702956,0,2,1,4381,1,14,1,1,1,1,1,0,17,46,0,2015,07,31,0,0
A666080,0,0,0,2921,31,5,1,1,0,1,0,0,11,7,0,2013,11,06,0,0
A669898,0,2,0,61,17,8,1,1,0,1,6,0,17,13,0,2014,01,02,1,0
A689069,0,2,1,61,1,18,1,1,1,0,1,0,16,43,0,2014,11,15,1,1
A712317,0,0,0,366,40,9,1,1,0,1,2,0,11,6,0,2015,09,23,0,0
A711975,1,3,0,366,15,5,2,1,1,1,4,0,15,32,0,2015,09,18,0,1
A672143,1,2,0,61,108,17,1,1,10,1,5,0,18,9,0,2014,02,08,1,0
A695251,1,3,1,731,1,5,0,0,1,1,1,0,14,17,0,2015,01,22,0,1
A687338,1,3,1,29,1,9,2,1,1,1,1,0,18,51,0,2014,09,03,1,0
A678677,1,3,0,31,17,0,2,1,0,1,6,0,17,1,0,2014,05,11,1,0
A678286,0,2,0,31,15,5,1,1,1,1,4,0,9,17,0,2014,07,02,1,0
A663555,0,2,1,91,1,14,1,1,1,1,1,0,17,1,0,2013,10,16,1,0
A681984,0,3,1,731,29,44,2,1,0,1,1,0,16,15,0,2014,06,26,0,1
A671557,0,2,0,731,15,5,0,0,4,1,4,0,17,51,0,2014,02,02,0,0
A698553,0,2,0,181,13,5,0,0,0,1,0,0,12,14,0,2015,03,21,1,0
A676235,0,2,0,366,30,5,1,1,0,1,5,0,19,10,0,2015,10,31,0,0
A680958,0,2,0,731,15,5,0,0,1,1,4,0,13,29,0,2014,06,18,0,1
A706892,0,0,0,1096,13,4,2,1,0,1,0,0,15,41,0,2015,07,07,0,1
A681358,1,3,1,29,1,15,2,1,1,1,1,0,14,24,0,2014,06,16,1,1
A713421,1,3,0,61,38,5,2,1,0,1,0,0,8,30,0,2015,10,07,1,0
A716397,0,2,0,181,13,17,0,0,0,1,0,0,18,56,0,2015,11,24,1,0
A711849,0,2,1,61,1,6,0,0,1,1,1,0,19,13,0,2015,10,17,1,0
A713572,0,2,0,366,2,12,1,1,0,1,1,0,11,39,0,2015,10,21,0,0
A666520,1,3,0,366,19,16,1,1,1,1,7,0,16,12,0,2013,11,04,0,1
A679843,1,3,1,2921,1,11,0,0,1,1,1,0,15,52,0,2014,05,28,0,1
A716316,0,2,1,121,1,5,0,0,1,1,1,0,17,43,0,2015,12,12,1,0
A680318,0,2,0,731,15,9,0,0,1,1,4,0,18,0,0,2014,06,05,0,0
A687559,1,3,1,31,1,7,2,1,1,1,1,0,11,30,0,2014,09,07,1,0
A705554,1,3,0,29,31,5,3,2,0,1,0,0,19,27,0,2015,06,18,1,0
A716583,0,0,0,366,15,8,2,1,1,1,4,0,15,25,0,2015,11,21,0,1
A682062,1,1,0,4746,15,4,0,0,1,1,4,0,11,14,0,2014,06,24,0,0
A716839,0,0,0,731,44,29,2,0,0,1,0,0,14,6,0,2015,11,27,0,1
A693976,0,0,1,731,1,11,0,0,1,1,1,0,18,24,0,2014,12,19,0,0
A679737,1,3,1,366,1,5,3,2,5,1,1,0,18,12,0,2014,05,26,0,0
A703192,0,2,1,61,1,7,1,1,1,1,1,0,18,53,0,2015,07,18,1,0
A720173,1,3,1,121,1,5,3,2,1,1,1,0,19,22,0,2016,02,08,1,0
A699783,0,3,0,121,53,9,2,1,0,0,4,0,0,0,0,2015,04,02,1,2
A683437,1,3,1,31,1,7,2,0,1,1,1,0,15,47,0,2014,07,12,1,1
A710933,0,0,0,731,41,9,0,0,0,1,1,0,18,51,0,2015,08,31,0,0
A673496,1,3,1,366,1,6,1,1,1,1,1,0,15,36,0,2014,03,03,0,1
A702050,1,3,1,8,1,6,3,2,1,1,1,0,15,0,0,2015,05,08,1,1
A720819,0,2,0,211,38,9,1,1,0,1,0,0,17,50,0,2016,02,21,1,0
A711381,1,3,1,241,1,11,2,1,1,1,1,0,9,0,0,2015,09,07,1,0
A689337,0,2,0,61,31,13,1,1,0,1,0,0,19,5,0,2014,10,06,1,0
A704561,1,3,1,8,29,24,3,2,0,0,1,0,12,56,0,2015,06,06,1,0
A707812,0,3,0,2556,15,0,0,0,1,1,4,0,17,13,0,2015,08,21,0,0
A714061,0,0,0,366,2,5,0,0,0,1,1,0,20,13,0,2015,10,19,0,2
A719631,0,0,0,4381,15,4,2,0,1,1,4,0,12,51,0,2016,01,26,0,0
A713655,0,2,0,4381,15,9,2,1,1,1,4,0,14,41,0,2015,10,21,0,1
A689919,1,3,1,366,1,5,3,2,1,1,1,0,9,0,0,2014,10,12,0,0
A656539,0,2,0,366,12,12,1,1,0,0,1,0,13,14,0,2014,01,10,0,1
A665406,0,3,1,29,1,5,2,1,4,1,1,0,15,32,0,2013,10,19,1,1
A714657,0,2,0,31,41,17,1,1,0,1,1,0,18,23,0,2015,11,30,1,0
A673004,0,3,1,1826,1,5,0,0,1,1,1,0,13,14,0,2014,04,04,0,1
A696224,0,0,0,366,52,5,1,1,0,1,5,0,18,19,0,2015,02,02,0,0
A609635,0,0,0,2556,52,5,0,0,0,1,5,0,16,45,0,2015,03,24,0,1
A700034,1,3,0,1826,6,20,1,1,0,1,3,0,0,0,0,2015,04,10,0,2
A706470,1,2,1,61,1,6,1,1,4,1,1,0,17,52,0,2015,07,09,1,0
A690736,1,3,1,15,1,5,2,1,1,1,1,0,13,23,0,2014,10,25,1,1
A705186,1,3,1,15,1,11,3,2,1,1,1,0,14,31,0,2015,06,14,1,1
A684540,0,2,1,31,1,43,2,1,1,1,1,0,17,15,0,2014,08,15,1,0
A535012,0,0,0,2556,28,5,0,0,0,1,2,0,11,56,0,2014,09,08,0,0
A607459,0,0,0,1461,2,2,2,0,0,1,1,0,18,46,0,2015,05,22,0,0
A698409,0,2,0,2556,22,0,1,1,4,1,7,0,17,53,0,2015,03,16,0,0
A714696,1,3,1,29,1,7,3,2,5,1,1,0,13,28,0,2015,10,27,1,1
A668866,0,2,0,731,17,4,0,0,0,1,6,0,17,15,0,2014,04,13,0,0
A674830,0,0,0,4381,41,17,0,0,0,1,1,0,12,1,0,2014,03,19,0,0
A698339,0,0,0,1461,13,5,0,0,0,1,0,0,17,43,0,2015,03,12,0,0
A703851,1,3,0,6,57,9,2,0,0,1,2,0,14,55,0,2015,05,31,1,1
A673113,0,2,0,1826,23,9,1,1,0,0,4,0,13,47,0,2014,03,16,0,1
A700283,0,0,0,1096,6,19,0,0,0,1,3,0,13,46,0,2015,04,11,0,1
A711894,0,0,0,731,17,5,1,1,0,1,6,0,14,40,0,2015,12,24,0,1
A710172,0,2,1,2191,29,24,0,0,0,1,1,0,16,20,0,2015,08,26,0,1
A698214,0,3,0,1096,51,8,0,0,0,0,6,0,17,58,0,2015,03,14,0,0
A717397,1,3,0,8,17,5,3,2,0,1,6,0,13,17,0,2015,12,07,1,1
A672712,0,3,0,4381,15,5,2,1,1,1,4,0,10,59,0,2014,02,23,0,0
A644228,0,2,0,1826,13,28,1,1,0,1,0,0,12,5,0,2016,01,03,0,0
A690532,0,2,1,91,1,1,0,0,1,1,1,0,13,23,0,2014,12,16,1,1
A683588,0,3,1,1461,1,11,0,0,1,1,1,0,13,36,0,2014,08,12,0,1
A689064,1,3,0,31,10,20,2,1,2,1,6,0,13,8,0,2014,09,29,1,1
A688029,1,3,1,15,1,11,2,0,1,1,1,0,16,30,0,2014,09,13,1,1
A700559,0,0,0,1826,35,5,0,0,0,1,4,0,14,48,0,2015,04,19,0,1
A673777,1,3,0,366,15,16,2,1,1,1,4,0,11,59,0,2014,03,02,0,0
A711541,0,0,0,3651,17,16,0,0,0,1,6,0,18,15,0,2015,09,08,0,0
A668271,0,2,0,2921,15,4,0,0,1,1,4,0,18,28,0,2013,12,05,0,0
A693663,1,2,0,731,15,5,1,1,1,1,4,0,12,1,0,2014,12,16,0,0
A710635,0,3,0,366,15,23,0,0,1,1,4,0,0,0,0,2015,09,01,0,2
A684304,0,3,1,1461,1,2,0,0,5,1,1,0,17,6,0,2014,08,07,0,0
A686840,0,2,1,2556,67,21,1,1,0,1,1,0,11,36,0,2015,02,20,0,0
A665004,0,0,0,3286,119,5,0,0,0,1,3,0,19,21,0,2013,10,15,0,0
A705027,0,2,0,731,36,17,1,1,0,1,3,0,17,4,0,2015,06,22,0,0
A694905,1,2,0,731,62,0,1,1,0,1,3,0,18,49,0,2015,01,10,0,0
A674419,0,3,0,61,17,5,1,1,0,1,6,0,19,5,0,2014,03,17,1,0
A694253,1,2,0,731,23,9,1,1,0,1,4,0,18,21,0,2014,12,29,0,0
A713371,0,0,1,731,1,18,1,1,1,1,1,0,13,35,0,2015,10,06,0,1
A679512,1,3,0,31,30,0,2,0,0,1,5,0,12,6,0,2014,05,25,1,0
A693071,1,3,1,366,1,15,2,1,1,1,1,0,9,0,0,2014,12,02,0,0
A681145,0,2,0,4016,39,27,0,0,0,1,0,0,8,39,0,2016,01,28,0,0
A715594,0,2,1,121,1,5,1,1,1,1,1,0,15,16,0,2015,12,03,1,1
A703869,1,3,1,22,1,14,2,1,1,1,1,0,18,52,0,2015,05,29,1,0
A684355,0,2,1,61,1,11,0,0,1,1,1,0,17,25,0,2014,08,13,1,0
A668626,1,1,0,1096,17,16,2,0,0,1,6,0,14,55,0,2013,12,06,0,1
A669848,1,2,1,91,1,6,1,1,1,1,1,0,18,12,0,2013,12,29,1,0
A685503,0,0,0,3651,30,0,2,0,0,1,5,0,15,40,0,2014,08,09,0,1
A679948,0,2,1,61,1,18,1,1,1,1,1,0,19,19,0,2014,07,13,1,0
A692435,1,3,0,366,15,13,2,0,1,1,4,0,11,53,0,2014,11,24,0,0
A706411,0,2,0,151,13,28,1,1,0,1,0,0,17,34,0,2015,07,03,1,0
A711306,1,3,1,731,1,14,2,1,5,1,1,0,9,0,0,2015,09,06,0,0
A701323,0,0,1,366,1,5,1,1,1,1,1,0,11,10,0,2015,04,28,0,0
A671055,0,2,1,121,1,1,1,1,1,1,1,0,16,2,0,2014,01,21,1,1
A716628,0,0,1,731,1,7,1,1,4,1,1,0,15,0,0,2015,11,27,0,1
A710007,1,3,1,366,1,5,2,0,1,1,1,0,9,0,0,2015,08,16,0,0
A674668,1,0,0,2,2,9,2,0,0,1,1,0,13,34,0,2014,03,17,1,1
A692087,0,2,0,366,105,5,1,1,0,1,3,0,17,30,0,2014,11,18,0,0
A672668,0,3,1,2921,1,14,1,1,1,1,1,0,14,28,0,2015,01,15,0,1
A714462,0,0,0,366,24,9,1,1,0,1,6,0,13,26,0,2015,11,14,0,1
A687667,0,3,0,301,7,5,1,1,6,1,4,0,15,15,0,2014,09,21,1,1
A679309,1,4,1,31,1,11,2,0,1,1,1,0,11,22,0,2014,07,07,1,0
A682922,1,1,1,731,1,14,1,1,1,1,1,0,15,0,0,2014,12,21,0,1
A707747,1,1,0,731,15,0,2,0,1,1,4,0,11,37,0,2015,07,17,0,0
A559090,0,0,0,2191,13,0,0,0,0,1,0,0,11,18,0,2015,03,09,0,0
A719971,0,2,0,61,22,0,0,0,0,1,7,0,18,0,0,2016,02,04,1,0
A666941,0,3,0,731,2,9,1,1,0,1,1,0,15,55,0,2014,04,25,0,1
A702183,0,2,1,731,1,0,1,1,1,1,1,0,19,24,0,2015,05,26,0,0
A681060,1,3,0,91,17,16,2,1,0,1,6,0,12,2,0,2014,06,16,1,0
A718091,0,2,0,301,122,9,0,0,0,1,1,0,18,28,0,2015,12,28,1,0
A681240,1,2,1,61,1,1,1,1,5,1,1,0,17,19,0,2014,06,20,1,0
A690034,1,1,1,2191,1,7,2,1,1,1,1,0,14,37,0,2014,10,13,0,1
A669971,0,2,0,1096,38,35,1,1,0,1,0,0,17,55,0,2015,02,23,0,0
A688881,1,2,0,301,136,32,0,0,9,1,1,0,16,38,0,2014,09,29,1,1
A631190,0,0,0,731,17,16,1,1,0,1,6,0,11,16,0,2014,06,26,0,0
A685589,1,3,1,366,1,15,2,1,1,1,1,0,15,59,0,2014,08,09,0,1
A710122,1,3,1,366,1,5,3,2,1,1,1,0,9,0,0,2015,08,19,0,0
A692849,0,0,0,1826,15,20,0,0,1,1,4,0,17,0,0,2014,11,30,0,0
A675845,0,2,0,1096,15,4,0,0,1,1,4,0,15,57,0,2014,05,10,0,1
A717794,0,2,0,61,27,12,0,0,0,1,0,0,18,26,0,2015,12,20,1,0
A669477,1,3,0,366,76,4,2,1,0,1,2,0,19,1,0,2014,01,01,0,0
A702120,1,3,1,15,29,21,3,2,0,1,1,0,15,15,0,2015,05,09,1,1
A720889,0,0,0,1826,15,4,0,0,1,1,4,0,18,5,0,2016,02,18,0,0
A689602,0,2,0,31,35,4,0,0,1,1,4,0,18,36,0,2014,11,23,1,0
A686015,1,3,0,61,17,5,2,1,0,1,6,0,15,34,0,2014,08,18,1,1
A703268,1,3,1,22,1,14,3,2,1,1,1,0,14,22,0,2015,05,22,1,1
A675858,0,2,0,31,13,28,1,1,0,1,0,0,17,25,0,2014,04,05,1,0
A695406,0,3,0,301,2,5,2,0,0,1,1,0,13,46,0,2015,02,03,1,1
A698376,1,3,1,15,1,9,3,2,1,1,1,0,18,19,0,2015,03,10,1,0
A653964,0,0,0,3286,44,8,0,0,0,1,0,0,18,24,0,2015,06,17,0,0
A704318,1,3,1,22,1,11,2,0,1,1,1,0,10,3,0,2015,06,05,1,0
A689336,0,2,0,61,13,17,0,0,0,1,0,0,11,57,0,2014,10,10,1,0
A688431,0,0,0,366,17,16,0,0,0,1,6,0,18,19,0,2014,09,23,0,0
A689682,0,2,0,366,22,8,0,0,4,1,7,0,18,46,0,2014,10,14,0,0
A698906,0,0,0,366,2,13,1,1,0,1,1,0,11,9,0,2015,03,29,0,0
A673068,0,2,1,731,1,15,1,1,1,1,1,0,13,0,0,2014,02,23,0,1
A672113,0,2,1,91,1,6,0,0,1,1,1,0,18,56,0,2014,02,14,1,0
A697709,0,0,1,1461,1,39,1,1,1,1,1,0,11,41,0,2015,03,01,0,0
A679392,0,3,0,366,2,5,2,1,0,1,1,0,11,39,0,2014,07,21,0,0
A715195,0,0,1,241,1,2,0,0,1,1,1,0,18,28,0,2015,11,01,1,0
A673187,0,2,0,366,30,0,1,1,0,1,5,0,17,49,0,2014,02,24,0,0
A702445,1,3,1,31,1,7,2,1,1,1,1,0,11,55,0,2015,05,14,1,0
A714096,0,2,1,91,1,7,1,1,1,1,1,0,13,11,0,2015,12,29,1,1
A691049,0,1,0,1096,2,13,0,0,0,1,1,0,17,42,0,2014,11,21,0,0
A716764,0,2,0,2921,15,5,1,1,1,1,4,0,12,10,0,2015,12,13,0,0
A674414,0,3,0,301,15,5,2,0,1,1,4,0,15,25,0,2014,03,16,1,1
A646767,0,3,0,731,153,9,1,1,0,1,2,0,13,49,0,2015,10,13,0,1
A718616,0,2,0,366,17,41,0,0,0,1,6,0,18,34,0,2016,01,10,0,0
A689042,1,3,1,15,1,5,2,1,1,1,1,0,15,46,0,2014,09,28,1,1
A430366,0,0,0,3286,17,5,0,0,0,1,6,0,11,52,0,2015,06,23,0,0
A692555,0,3,0,2921,13,0,0,0,0,1,0,0,17,33,0,2014,12,04,0,0
A712392,1,2,1,121,1,6,1,1,1,1,1,0,9,50,0,2016,01,22,1,0
A701647,1,3,1,91,1,5,2,1,1,1,1,0,14,15,0,2015,05,25,1,1
A718982,0,2,0,91,8,4,0,0,8,1,5,0,18,56,0,2016,01,14,1,0
A671289,1,1,1,731,1,11,2,0,1,1,1,0,12,6,0,2014,01,22,0,0
A686623,1,3,1,5,1,15,2,1,1,1,1,0,15,42,0,2014,08,24,1,1
A712275,0,0,1,1096,1,7,0,0,1,1,1,0,18,16,0,2015,09,22,0,0
A682969,0,2,0,61,22,5,1,1,0,1,7,0,15,59,0,2014,07,21,1,1
A679873,0,0,0,366,7,4,1,1,0,1,4,0,18,51,0,2015,04,07,0,0
A671578,0,0,0,731,57,17,0,0,0,0,2,0,18,6,0,2014,12,17,0,0
A674203,0,3,1,731,1,18,1,1,5,1,1,0,17,22,0,2014,03,14,0,0
A711130,0,3,0,731,2,2,1,1,0,1,1,0,16,55,0,2015,12,31,0,1
A683806,0,2,0,61,31,32,2,1,0,1,0,0,15,45,0,2014,08,01,1,1
A675006,0,2,0,366,15,9,1,1,1,1,4,0,18,44,0,2014,04,10,0,0
A707232,0,0,0,1826,41,9,1,1,1,1,1,0,16,33,0,2015,07,21,0,1
A714813,0,3,0,731,53,9,2,1,0,0,4,0,12,14,0,2015,11,01,0,0
A678003,1,3,0,91,57,5,2,0,0,1,2,0,17,38,0,2014,05,11,1,0
A704572,0,3,1,91,1,7,2,0,1,1,1,0,13,38,0,2015,07,14,1,1
A713469,0,2,1,61,1,5,2,1,1,1,1,0,17,34,0,2015,10,12,1,0
A710344,1,3,1,15,1,7,2,1,1,1,1,0,11,39,0,2015,08,22,1,0
A692391,0,3,0,2191,51,5,0,0,0,0,6,0,17,11,0,2014,11,29,0,0
A714827,1,3,1,61,1,2,2,0,1,1,1,0,13,41,0,2015,11,13,1,1
A710324,0,2,1,91,1,11,1,1,1,1,1,0,9,36,0,2015,10,20,1,0
A687521,1,2,0,211,15,20,1,1,1,1,4,0,13,29,0,2015,02,04,1,1
A690033,0,2,1,61,1,5,0,0,5,1,1,0,11,38,0,2014,11,29,1,0
A664742,0,0,0,1461,22,5,1,1,0,1,7,0,18,8,0,2013,10,11,0,0
A687437,0,2,1,61,1,5,0,0,1,1,1,0,17,32,0,2014,10,13,1,0
A684452,1,3,1,366,1,5,2,0,5,0,1,0,9,0,0,2014,07,24,0,0
A670205,0,2,0,731,2,2,1,1,0,1,1,0,17,7,0,2014,02,06,0,0
A706536,0,0,0,1826,59,4,0,0,0,0,2,0,19,15,0,2016,02,19,0,0
A697211,1,1,1,366,1,11,2,0,1,1,1,0,17,28,0,2015,02,19,0,0
A705247,0,3,0,331,48,0,1,1,0,1,7,0,11,46,0,2015,07,14,1,0
A672239,0,2,0,181,15,4,0,0,1,1,4,0,9,58,0,2014,07,19,1,0
A692540,0,2,0,61,22,8,0,0,0,1,7,0,17,1,0,2014,11,26,1,0
A651982,0,0,0,2556,10,5,1,1,2,1,6,0,18,36,0,2013,10,12,0,0
A717981,0,2,1,61,1,7,0,0,1,1,1,0,19,15,0,2016,01,18,1,0
A684831,0,3,1,2556,1,2,0,0,1,1,1,0,15,2,0,2014,08,02,0,1
A690109,0,3,0,1826,85,0,0,0,0,0,4,0,14,7,0,2014,11,15,0,1
A664925,0,3,1,1096,1,7,1,1,1,1,1,0,15,10,0,2013,11,12,0,1
A645676,0,0,0,1096,65,17,0,0,0,1,7,0,14,44,0,2015,09,10,0,1
A671459,0,0,0,1096,2,0,0,0,0,0,1,0,12,0,0,2014,01,26,0,0
A683571,1,1,1,8,1,11,2,0,1,1,1,0,12,0,0,2014,07,12,1,0
A688146,0,2,0,731,39,9,0,0,0,1,0,0,18,50,0,2014,12,09,0,0
A714487,1,3,1,121,1,2,0,0,1,1,1,0,11,59,0,2015,10,29,1,0
A710692,0,2,0,121,70,4,1,1,0,1,1,0,11,10,0,2015,08,31,1,0
A715716,0,0,0,271,13,0,1,1,0,1,0,0,12,45,0,2015,12,13,1,0
A698556,0,2,0,31,17,5,0,0,0,1,6,0,12,29,0,2015,05,09,1,0
A703611,1,2,1,61,1,7,0,0,5,1,1,0,19,50,0,2015,07,18,1,0
A663044,0,3,0,1096,2,2,1,1,0,1,1,0,15,7,0,2014,01,29,0,1
A717110,1,3,1,211,1,2,1,1,1,1,1,0,19,19,0,2015,12,06,1,0
A711842,0,3,0,151,17,5,0,0,0,1,6,0,9,27,0,2015,09,17,1,0
A689226,0,0,0,731,2,12,2,0,0,1,1,0,16,58,0,2014,10,01,0,1
A669386,0,0,0,731,2,9,0,0,0,1,1,0,11,40,0,2015,02,01,0,0
A665737,0,2,0,366,22,5,0,0,6,1,7,0,17,48,0,2013,10,31,0,0
A662863,0,3,1,2921,1,5,1,1,1,1,1,0,14,59,0,2013,10,28,0,1
A708826,1,3,1,366,29,36,3,2,0,1,1,0,9,0,0,2015,08,02,0,0
A705941,0,2,0,366,14,23,0,0,0,1,3,0,13,11,0,2015,09,27,0,1
A685552,0,0,0,731,87,32,1,1,0,1,6,0,11,7,0,2014,08,17,0,0
A541994,0,0,1,2191,94,9,0,0,1,1,1,0,19,58,0,2015,06,22,0,0
A706476,1,3,1,22,1,7,3,2,4,1,1,0,14,39,0,2015,06,29,1,1
A671302,0,2,0,366,17,5,0,0,0,1,6,0,16,0,0,2014,02,01,0,1
A715840,1,3,1,22,1,7,2,0,1,1,1,0,11,36,0,2015,11,11,1,0
A676294,0,3,0,121,15,20,2,1,1,0,4,0,15,29,0,2014,04,08,1,1
